商品名,英文品名,許可證字號,許可證持有廠商,是否有效,藥品分類,分類依據,是否中藥,劑型,規格,包裝,適應症完整原文,適應症摘要,推定用途分類,全部成分原文,主要成分,防腐劑成分，若有,是否含防腐劑,是否為複方,資料來源,備註
凱迪芬眼藥水0.025%,Kedifen Eye Drops 0.025%,衛部藥製字第060876號,麥迪森醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,Ketotifen Hydrogen Fumarate,,暫時預防因過敏性結膜炎引起之眼睛癢。,過敏性結膜炎；眼睛癢；結膜炎,抗過敏型,Each ml contains: Ketotifen Hydrogen Fumarate (eq. to Ketotifen.....0.25mg) 0.345000 MG,Ketotifen,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_19ee3b70-3a83-4a43-a170-44af27e73ba8?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_aa72a505-301d-45cd-9f16-e9bcfd2b1c10?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_aceb2246-1a6d-4ce7-9ad8-1ad59a00db33?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/00a59712-c412-4b38-b122-4875d6931baa_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c5ed3557-f56a-4339-bc20-e98d3759b470?c=2;https://mcp.fda.gov.tw/insert/lablefiles/33e51801-e3e7-4d92-8952-0da94d708043?c=2;https://mcp.fda.gov.tw/insert/lablefiles/00a59712-c412-4b38-b122-4875d6931baa_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
唯敏準眼用液劑,VIVIDRIN EYE DROPS,衛署藥輸字第020121號,武昌貿易有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),塑膠滴瓶裝,暫時緩解已經醫師診斷之過敏性結膜炎、枯草熱所引起的相關症狀(流淚、搔癢、充血)。,過敏性結膜炎；眼睛癢；眼睛紅；結膜炎,抗過敏型,EACH ML CONTAINS; CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE) 20 20.000000 MG,Cromolyn sodium,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第020121號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/2cb480ab-29db-4f9c-8670-02fefcb38015?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
悅力舒點眼液,ALLERGO-COMOD EYE DROPS,衛署藥輸字第023892號,吉富貿易有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),塑膠瓶裝,過敏性結膜炎,過敏性結膜炎；結膜炎,抗過敏型,EACH ML CONTAINS： CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE) 20.000000 MG,Cromolyn sodium,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_70b99810-714d-44b1-8f7e-76141cb19620?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/d22ecff0-03ae-474d-b4ce-c8a11780babe_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
愛特敏點眼液0.1%,PATANOL 1MG/ML EYE DROPS SOLUTION,衛署藥輸字第024264號,台灣諾華股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,OLOPATADINE,無菌塑膠滴瓶裝,治療過敏性結膜炎之徵候及症狀。,過敏性結膜炎；結膜炎,抗過敏型,EACH ML CONTAINS： OLOPATADINE 1.000000 MG,Olopatadine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥輸字第024264號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/1a73cb39-8cf2-427b-a10f-53f7f602957d?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
景克敏點眼液0.25毫克/毫升,Kinzaten Ophthalmic Solution 0.25mg/ml (Ketotifen),衛署藥製字第057143號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,KETOTIFEN FUMARATE,塑膠瓶裝,暫時預防因過敏性結膜炎引起之眼睛癢。,過敏性結膜炎；眼睛癢；結膜炎,抗過敏型,Each ml contains: KETOTIFEN FUMARATE (eq. to Ketotifen 0.25mg) 0.345000 MG,Ketotifen,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_763dd5ef-95b2-4864-8f46-12074ce4386a?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_881cb146-8d45-4a72-b0d8-175a35f8be63?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/69362990-6b41-4caa-8664-7927cc5b74f9_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
樂舒敏點眼液,Rosumin Eye Drops,衛署藥製字第047990號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),塑膠瓶裝,過敏性結膜炎。,過敏性結膜炎；結膜炎,抗過敏型,Each ml contains: CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE) 20.000000 MG,Cromolyn sodium,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第047990號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/5fbf17c1-82e7-4058-8d7c-ae6b37eda72f?c=2;https://mcp.fda.gov.tw/insert/lablefiles/85dd6fb9-5ac3-43b7-951a-3afb2e8612bd?c=2;https://mcp.fda.gov.tw/insert/lablefiles/ad14a42b-c41d-4c3d-9572-c1b7cf161493?c=2;https://mcp.fda.gov.tw/insert/lablefiles/5a2e8632-35d7-4cd3-a3f2-4cebef55ec4a_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
歐祿盼點眼液0.1%,OLOPAN EYE DROPS,衛部藥輸字第026759號,吉富貿易有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,OLOPATADINE HYDROCHLORIDE,塑膠滴瓶裝,治療過敏性結膜炎之徵候及症狀。,過敏性結膜炎；結膜炎,抗過敏型,Each 5ml contains: OLOPATADINE HYDROCHLORIDE (equivalent to Olopatadine.....5mg) 5.550000 MG,Olopatadine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_b1d5a638-c8d9-4a41-813f-b881b6203d8f?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/ac1c54b4-cf5e-498b-8f04-5b2fc2332e90?c=2;https://mcp.fda.gov.tw/insert/lablefiles/21b1e642-b746-4999-8a49-12fc2c0832e6?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
益美定眼藥水,Ementin Ophthalmic Solution,衛署藥製字第057881號,溫士頓醫藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,EMEDASTINE (AS DIFUMARATE),瓶裝,過敏性結膜炎症狀及徵候的暫時性緩解。,過敏性結膜炎；結膜炎；消炎,抗過敏型,Eacn ml contains: EMEDASTINE (AS DIFUMARATE) (eq. to Emedastine 0.5mg) 0.884000 MG,Emedastine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第057881號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/fcdae59d-2888-4a9f-aecb-e3ea646110bd?c=2;https://mcp.fda.gov.tw/insert/lablefiles/e434da05-4e6d-4a61-90b6-eeba2755f925?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
舒敏眼藥水2%,Sumin Ophthalmic Solution 2%,衛部藥製字第059380號,健喬信元醫藥生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),LDPE塑膠瓶裝,過敏性結膜炎。,過敏性結膜炎；結膜炎,抗過敏型,Each ml contains: CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE) 20.000000 MG,Cromolyn sodium,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_70c42083-2b21-4b28-b9ed-3a6b12b95d7b?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_df0e7aa3-a1b5-437f-b30d-fe860eb88cdd?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/4cddbcdb-0775-4ee0-acb6-b3cf1376042c_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福"" 樂托品點眼液0.05%","""Wu Fu"" Latropine Eye Drops 0.05%",衛部藥製字第060882號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE;;ATROPINE SULFATE;;ATROPINE SULFATE;;ATROPINE SULFATE;;ATROPINE SULFATE,PE塑膠瓶裝,散瞳、睫狀肌麻痺,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each ml contains: ATROPINE SULFATE 0.500000 MG；(外銷專用)Each ml contains: ATROPINE SULFATE 0.500000 MG；(外銷專用)Each ml contains: ATROPINE SULFATE 0.500000 MG；Each mL contains:(外銷專用賦形劑) ATROPINE SULFATE 0.500000 MG；Each mL contains:(外銷專用賦形劑) ATROPINE SULFATE 0.500000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_97598737-5350-43ad-9e0d-9be753db3236?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_16be7ade-2eab-43c2-b8a0-1241d6d8ea47?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/78cd3d65-7108-464f-923f-bff1263164b4_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/78cd3d65-7108-464f-923f-bff1263164b4_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福"" 硫酸阿托品點眼液 0.125%","""WU-FU"" ATROPINE SULPHATE EYE DROPS 0.125%",衛署藥製字第046564號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散朣、睫狀肌麻痺。,睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS： ATROPINE SULFATE 1.250000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_54cfec37-c340-45bf-b092-278027669d7d?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/baaeec65-43b1-4755-9084-302fc9e1df53_4?c=2;https://mcp.fda.gov.tw/insert/lablefiles/baaeec65-43b1-4755-9084-302fc9e1df53_5?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福"" 硫酸阿托品點眼液 0.25%","""WU-FU"" ATROPINE SULPHATE EYE DROPS 0.25%",衛署藥製字第046565號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS： ATROPINE SULFATE 2.500000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_2082713d-2779-4a5f-9681-6db966dfc876?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3d256c75-20cf-4abd-8e60-c3b7af6b6874_2?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福""樂托品點眼液0.01%","""Wu Fu"" Latropine Eye Drops 0.01%",衛部藥製字第060272號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE;;ATROPINE SULFATE;;ATROPINE SULFATE;;ATROPINE SULFATE,PE塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each ml contains: ATROPINE SULFATE (Atropine Sulphate) 0.100000 MG；Each ml contains: ATROPINE SULFATE (Atropine Sulphate) 0.100000 MG；Each mL contains:(外銷專用賦形劑) ATROPINE SULFATE (Atropine Sulphate) 0.100000 MG；Each mL contains:(外銷專用賦形劑) ATROPINE SULFATE (Atropine Sulphate) 0.100000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_db4ed9ef-7192-467f-8413-506daa614111?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/dcb4b92d-5205-436d-a987-79b0fbeeeadf_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福""樂托品點眼液單支裝0.01%","""Wu Fu"" Latropine Eye Drops 0.01% SDU",衛部藥製字第061118號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE;;ATROPINE SULFATE,LDPE塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains: ATROPINE SULFATE 0.100000 MG；Each mL contains:(外銷專用賦形劑) ATROPINE SULFATE 0.100000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061118號; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福""樂托品點眼液單支裝0.05%","""Wu Fu""Latropine Eye Drops 0.05% SDU",衛部藥製字第061580號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,瓶裝,散瞳、睫狀肌麻痺,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains: ATROPINE SULFATE (as Monohydrate) 0.500000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061580號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/f3fbe5e2-ec3b-44ab-8cbb-d1576ea0a0cf?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福""特必邁眼藥水10毫克/毫升(挫匹卡邁)","TROPICAMIDE OPHTHALMIC SOLUTION 10MG/ML ""WU-FU""",衛署藥製字第035600號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TROPICAMIDE,瓶裝,瞳孔放大、睫狀肌麻痺作用（作為眼底檢查或暫時性睫狀肌麻痺時 作用）。,睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS: TROPICAMIDE 10 10.000000 MG,Tropicamide,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_5c2230e1-f223-43fd-ad7d-9728009baf19?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_8b2209fa-31a9-4f8e-81f8-c477d6c5e80a?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/fb561f91-0df9-489f-936e-78572f973a4f_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""五福""硫酸阿托品點眼液0.5%","ATROPINE SULPHATE OPHTHALMIC SOLUTION 0.5% ""WU FU""",衛署藥製字第032058號,五福化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,瓶裝,散瞳、睫狀肌麻痺,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS: ATROPINE SULFATE 5.0 5.000000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_55087eaa-8ba1-438d-9bbb-b233c07fcc6f?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/3b1a8f1c-7579-46e9-b654-080eaaf634fe_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""信東""硫酸阿托品眼藥水0.01%","Atropine Sulfate Eye Drops 0.01% ""TBC""",衛部藥製字第061029號,信東生技股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,Atropine sulfate monohydrate,LDPE塑膠瓶裝,散瞳及睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains: Atropine sulfate monohydrate 0.100000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_1627da56-8aee-454f-b348-178559403361?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_7161dffa-813c-4d09-9933-0223192ab886?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/33da2275-3649-45d9-a2ec-dc50bb1f3998_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/33da2275-3649-45d9-a2ec-dc50bb1f3998_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""應元"" 安妥眼藥水 0.3%",ANTOL EYE DROPS 0.3%,衛署藥製字第045721號,應元化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS: ATROPINE SULFATE 3.000000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_a6815786-eee4-47df-96e4-f6018582e981?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/2088dae7-bad4-4e99-ae96-59268f0bb4c3_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""應元"" 安妥眼藥水0.125%","Antol Eye Drops 0.125% ""Y.Y.""",衛署藥製字第048268號,應元化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each ml contains: ATROPINE SULFATE 1.250000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_36f5baa3-694a-4a99-a5a2-471660ec3170?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/c977053d-ff3e-446f-b508-73e379b53d5c_3?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""應元""安妥眼藥水0.01%","Antol Eye Drops 0.01% ""Y.Y.""",衛部藥製字第060862號,應元化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,Atropine sulfate monohydrate,塑膠瓶裝,散瞳及睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains: Atropine sulfate monohydrate 0.100000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_1b98341b-75b5-4fa5-a485-e73074550d6e?c=2;https://mcp.fda.gov.tw/insert/pdfcasefile/i_229f03e4-5711-463b-8000-729f243f9873?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/4b8624bf-2bc4-4d96-89be-8c028d0bd9fb_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/4b8624bf-2bc4-4d96-89be-8c028d0bd9fb_1?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""應元""安妥眼藥水0.05%","Antol Eye Drops 0.05% ""Y.Y.""",衛部藥製字第061842號,應元化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,Atropine sulfate monohydrate,LDPE塑膠瓶裝,散瞳、睫狀肌麻痺,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains： Atropine sulfate monohydrate 0.500000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061842號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/90c15ee5-7637-4200-84b6-8f9619a6138a?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""應元""安妥眼藥水1%","Antol eye drops 1% ""Y.Y.""",衛部藥製字第058327號,應元化學製藥股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each ml contains: ATROPINE SULFATE 10.000000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_45703d28-4475-4f47-ba2b-21fad00de844?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/03e49c5c-630d-41e5-9631-4b9ed06ff0e5_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""杏輝"" 阿托品眼藥水 0.125%","ATROPINE EYE DROPS 0.125% ""SINPHAR""",衛署藥製字第047473號,杏輝藥品工業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS: ATROPINE SULFATE 1.250000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛署藥製字第047473號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/eca88e24-fe21-4808-aca6-d3b4be188301_3?c=2;https://mcp.fda.gov.tw/insert/lablefiles/eca88e24-fe21-4808-aca6-d3b4be188301_0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/179271cb-0093-4f81-befa-4534fa83d4ba?c=2;https://mcp.fda.gov.tw/insert/lablefiles/c15af0de-d9b6-4128-95c9-5bc8a8a6517c?c=2;https://mcp.fda.gov.tw/insert/lablefiles/196ab394-04a3-45ed-9cca-c19224d9810c?c=2;https://mcp.fda.gov.tw/insert/lablefiles/2358e03d-226c-4dbd-b3eb-5419658fe44b?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""杏輝"" 阿托品眼藥水0.3%","ATROPINE EYE DROPS 0.3% ""SINPHAR""",衛署藥製字第046257號,杏輝藥品工業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,塑膠瓶裝,散瞳、睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,EACH ML CONTAINS?G ATROPINE SULFATE 3.000000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/insert/pdfcasefile/i_9a458066-c1b0-4fa2-bf5d-9127ec0ecc6c?c=2 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/5b784ec7-5815-410a-a05e-7ce9d34d80f5_1?c=2;https://mcp.fda.gov.tw/insert/lablefiles/5b784ec7-5815-410a-a05e-7ce9d34d80f5_0?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""杏輝""阿托明眼藥水0.01%","Atropine Eye Drops 0.01% ""Sinphar""",衛部藥製字第061537號,杏輝藥品工業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,ATROPINE SULFATE,瓶裝,散瞳及睫狀肌麻痺。,散瞳；睫狀肌麻痺,散瞳／睫狀肌麻痺,Each mL contains: ATROPINE SULFATE 0.100000 MG,Atropine,,否,否,TFDA open data InfoId=37; InfoId=43; InfoId=39 仿單圖檔連結:https://mcp.fda.gov.tw/exportpdf/衛部藥製字第061537號 | 外盒圖檔連結:https://mcp.fda.gov.tw/insert/lablefiles/66e166b5-455d-4743-9464-2db0bf350b4e?c=2;https://mcp.fda.gov.tw/insert/lablefiles/10152581-db9f-47ef-a7e4-a3d43ad22c97?c=2;https://mcp.fda.gov.tw/insert/lablefiles/0a9bc44f-5e55-44f2-ba8b-25dd243bb5a0?c=2;https://mcp.fda.gov.tw/insert/lablefiles/14b3489f-cbb7-414f-9963-bfcb4b6a6f1a?c=2; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
"""杏輝""露光眼藥水１０毫克/毫升（挫匹卡邁）","Sintropic Ophthalmic Solution 10mg/Ml ""Snphar""(Tropicamide)",衛部藥製字第061858號,杏輝藥品工業股份有限公司,是,待人工確認,TFDA 藥品類別欄位空白,否,點眼液劑,TROPICAMIDE,玻璃瓶裝;;塑膠瓶裝,瞳孔放大、睫狀肌麻痺作用（作為眼底檢查或暫時性睫狀肌麻痺時作用）。,睫狀肌麻痺,散瞳／睫狀肌麻痺,TROPICAMIDE 10.000000 MG,Tropicamide,,否,否,TFDA open data InfoId=37; InfoId=43; 查詢入口:https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ,
